year,month,avg_temp,location
2015,1,2.7516129032258063,Germany
2015,2,1.1785714285714286,Germany
2015,3,5.612903225806452,Germany
2015,4,8.653333333333334,Germany
2015,5,13.312903225806451,Germany
2015,6,16.763333333333332,Germany
2015,7,20.070967741935487,Germany
2015,8,22.532258064516128,Germany
2015,9,14.91,Germany
2015,10,8.951612903225806,Germany
2015,11,7.443333333333333,Germany
2015,12,6.983870967741935,Germany
2016,1,-0.3548387096774194,Germany
2016,2,3.6551724137931036,Germany
2016,3,4.358064516129032,Germany
2016,4,8.7,Germany
2016,5,15.648387096774194,Germany
2016,6,19.063333333333333,Germany
2016,7,20.29032258064516,Germany
2016,8,19.287096774193547,Germany
2016,9,18.953333333333333,Germany
2016,10,9.212903225806452,Germany
2016,11,3.9066666666666667,Germany
2016,12,2.6258064516129034,Germany
2017,1,-1.5419354838709676,Germany
2017,2,1.6892857142857143,Germany
2017,3,6.699999999999999,Germany
2017,4,7.760000000000001,Germany
2017,5,14.396774193548387,Germany
2017,6,18.08,Germany
2017,7,18.24516129032258,Germany
2017,8,18.770967741935483,Germany
2017,9,14.05,Germany
2017,10,11.796774193548387,Germany
2017,11,5.846666666666667,Germany
2017,12,3.193548387096774,Germany
2018,1,3.0548387096774197,Germany
2018,2,-1.5285714285714285,Germany
2018,3,1.3225806451612903,Germany
2018,4,12.686666666666667,Germany
2018,5,17.641935483870967,Germany
2018,6,19.23,Germany
2018,7,21.20967741935484,Germany
2018,8,21.961290322580645,Germany
2018,9,16.743333333333332,Germany
2018,10,11.374193548387098,Germany
2018,11,5.4766666666666675,Germany
2018,12,4.141935483870968,Germany
2019,1,1.132258064516129,Germany
2019,2,4.007142857142857,Germany
2019,3,6.874193548387097,Germany
2019,4,10.626666666666667,Germany
2019,5,12.661290322580646,Germany
2019,6,23.023333333333333,Germany
2019,7,20.345161290322583,Germany
2019,8,21.129032258064516,Germany
2019,9,15.383333333333333,Germany
2019,10,11.412903225806453,Germany
2019,11,6.316666666666666,Germany
2019,12,4.1,Germany
2020,1,4.080645161290323,Germany
2020,2,5.789655172413793,Germany
2020,3,5.109677419354839,Germany
2020,4,10.256666666666666,Germany
2020,5,12.506451612903225,Germany
2020,6,19.07,Germany
2020,7,18.625806451612902,Germany
2020,8,22.293548387096774,Germany
2020,9,15.823333333333332,Germany
2020,10,11.332258064516129,Germany
2020,11,7.05,Germany
2020,12,3.206451612903226,Germany
2021,1,0.7387096774193548,Germany
2021,2,-0.01428571428571433,Germany
2021,3,4.670967741935484,Germany
2021,4,6.506666666666666,Germany
2021,5,11.993548387096775,Germany
2021,6,21.046666666666667,Germany
2021,7,20.36774193548387,Germany
2021,8,17.570967741935487,Germany
2021,9,15.976666666666667,Germany
2021,10,10.506451612903225,Germany
2021,11,5.906666666666666,Germany
2021,12,1.5774193548387097,Germany
2022,1,3.1870967741935483,Germany
2022,2,4.675,Germany
2022,3,4.438709677419355,Germany
2022,4,8.139999999999999,Germany
2022,5,15.503225806451614,Germany
2022,6,19.946666666666665,Germany
2022,7,20.24516129032258,Germany
2022,8,21.76451612903226,Germany
2022,9,13.72,Germany
2022,10,12.651612903225805,Germany
2022,11,5.656666666666666,Germany
2022,12,1.4645161290322581,Germany
2023,1,4.051612903225807,Germany
2023,2,2.857142857142857,Germany
2023,3,5.435483870967742,Germany
2023,4,7.709999999999999,Germany
2023,5,13.841935483870968,Germany
2023,6,19.38,Germany
2023,7,20.125806451612902,Germany
2023,8,19.6,Germany
2023,9,18.883333333333333,Germany
2023,10,12.093548387096773,Germany
2023,11,5.5,Germany
2023,12,3.6225806451612903,Germany
2024,1,1.2161290322580645,Germany
2024,2,6.572413793103448,Germany
2024,3,7.535483870967742,Germany
2024,4,10.866666666666667,Germany
2024,5,16.88064516129032,Germany
2024,6,17.973333333333336,Germany
2024,7,20.345161290322583,Germany
2024,8,21.44193548387097,Germany
2024,9,17.48,Germany
2024,10,11.448387096774193,Germany
2024,11,5.323333333333333,Germany
2024,12,3.693548387096774,Germany
2025,1,2.235483870967742,Germany
2025,2,0.6107142857142857,Germany
2025,3,6.216129032258064,Germany
2025,4,11.96,Germany
2025,5,13.80967741935484,Germany
2025,6,19.696666666666665,Germany
2025,7,19.55806451612903,Germany
2025,8,18.851612903225806,Germany
2025,9,15.683333333333334,Germany
2025,10,10.251612903225807,Germany
2025,11,5.213333333333334,Germany
2025,12,3.116129032258064,Germany
2015,1,-5.664516129032258,Russia
2015,2,-4.182142857142857,Russia
2015,3,-0.33225806451612905,Russia
2015,4,4.9399999999999995,Russia
2015,5,13.600000000000001,Russia
2015,6,17.513333333333332,Russia
2015,7,18.364516129032257,Russia
2015,8,17.60645161290323,Russia
2015,9,13.826666666666666,Russia
2015,10,3.925806451612903,Russia
2015,11,-0.18333333333333332,Russia
2015,12,-0.43548387096774194,Russia
2016,1,-11.158064516129032,Russia
2016,2,-2.372413793103448,Russia
2016,3,-2.096774193548387,Russia
2016,4,6.826666666666667,Russia
2016,5,14.061290322580644,Russia
2016,6,17.40666666666667,Russia
2016,7,21.11935483870968,Russia
2016,8,19.325806451612905,Russia
2016,9,11.433333333333334,Russia
2016,10,4.351612903225806,Russia
2016,11,-3.5433333333333334,Russia
2016,12,-5.274193548387097,Russia
2017,1,-9.103225806451613,Russia
2017,2,-6.146428571428571,Russia
2017,3,1.2129032258064516,Russia
2017,4,4.683333333333334,Russia
2017,5,10.02258064516129,Russia
2017,6,14.110000000000001,Russia
2017,7,17.325806451612905,Russia
2017,8,18.229032258064517,Russia
2017,9,12.610000000000001,Russia
2017,10,4.616129032258065,Russia
2017,11,-0.4733333333333334,Russia
2017,12,-1.0483870967741935,Russia
2018,1,-5.241935483870968,Russia
2018,2,-10.846428571428572,Russia
2018,3,-7.377419354838709,Russia
2018,4,6.173333333333333,Russia
2018,5,15.212903225806452,Russia
2018,6,17.09333333333333,Russia
2018,7,20.154838709677417,Russia
2018,8,19.483870967741936,Russia
2018,9,14.66,Russia
2018,10,6.725806451612903,Russia
2018,11,-0.8466666666666666,Russia
2018,12,-6.561290322580645,Russia
2019,1,-7.538709677419354,Russia
2019,2,-2.457142857142857,Russia
2019,3,-0.967741935483871,Russia
2019,4,6.666666666666667,Russia
2019,5,16.219354838709677,Russia
2019,6,19.57,Russia
2019,7,16.325806451612902,Russia
2019,8,15.864516129032259,Russia
2019,9,11.85,Russia
2019,10,8.154838709677419,Russia
2019,11,1.3266666666666669,Russia
2019,12,0.44193548387096776,Russia
2020,1,-0.3774193548387096,Russia
2020,2,-1.293103448275862,Russia
2020,3,3.167741935483871,Russia
2020,4,4.096666666666667,Russia
2020,5,11.080645161290322,Russia
2020,6,18.126666666666665,Russia
2020,7,18.587096774193547,Russia
2020,8,17.151612903225807,Russia
2020,9,13.736666666666666,Russia
2020,10,8.935483870967742,Russia
2020,11,1.62,Russia
2020,12,-4.564516129032258,Russia
2021,1,-7.27741935483871,Russia
2021,2,-12.271428571428572,Russia
2021,3,-3.8032258064516125,Russia
2021,4,6.25,Russia
2021,5,13.44516129032258,Russia
2021,6,20.186666666666667,Russia
2021,7,22.164516129032258,Russia
2021,8,19.177419354838708,Russia
2021,9,9.746666666666666,Russia
2021,10,5.551612903225807,Russia
2021,11,1.6566666666666667,Russia
2021,12,-7.948387096774193,Russia
2022,1,-6.551612903225807,Russia
2022,2,-2.6750000000000003,Russia
2022,3,-3.5677419354838706,Russia
2022,4,4.736666666666666,Russia
2022,5,9.8,Russia
2022,6,18.403333333333332,Russia
2022,7,20.42258064516129,Russia
2022,8,21.593548387096774,Russia
2022,9,9.733333333333333,Russia
2022,10,6.651612903225806,Russia
2022,11,-1.2766666666666666,Russia
2022,12,-4.893548387096774,Russia
2023,1,-6.070967741935484,Russia
2023,2,-5.664285714285714,Russia
2023,3,-0.8935483870967743,Russia
2023,4,8.223333333333333,Russia
2023,5,12.048387096774194,Russia
2023,6,16.37,Russia
2023,7,18.10967741935484,Russia
2023,8,19.280645161290323,Russia
2023,9,14.69,Russia
2023,10,5.061290322580645,Russia
2023,11,-0.22333333333333333,Russia
2023,12,-5.893548387096774,Russia
2024,1,-12.074193548387097,Russia
2024,2,-6.462068965517242,Russia
2024,3,-1.9645161290322581,Russia
2024,4,9.69,Russia
2024,5,11.764516129032257,Russia
2024,6,19.836666666666666,Russia
2024,7,21.88064516129032,Russia
2024,8,18.5258064516129,Russia
2024,9,16.76,Russia
2024,10,7.119354838709677,Russia
2024,11,0.8200000000000001,Russia
2024,12,-2.8129032258064517,Russia
2025,1,-0.6290322580645161,Russia
2025,2,-5.971428571428571,Russia
2025,3,3.4387096774193546,Russia
2025,4,7.97,Russia
2025,5,13.561290322580644,Russia
2025,6,17.08,Russia
2025,7,22.19677419354839,Russia
2025,8,16.92258064516129,Russia
2025,9,13.58,Russia
2025,10,7.103225806451612,Russia
2025,11,3.1766666666666667,Russia
2025,12,-1.7483870967741935,Russia
2015,1,0.06129032258064509,Bulgaria
2015,2,0.7999999999999999,Bulgaria
2015,3,3.7806451612903227,Bulgaria
2015,4,9.020000000000001,Bulgaria
2015,5,16.716129032258067,Bulgaria
2015,6,18.11,Bulgaria
2015,7,23.074193548387097,Bulgaria
2015,8,22.23225806451613,Bulgaria
2015,9,18.913333333333334,Bulgaria
2015,10,10.812903225806451,Bulgaria
2015,11,7.5,Bulgaria
2015,12,3.4709677419354836,Bulgaria
2016,1,-0.8225806451612904,Bulgaria
2016,2,6.441379310344828,Bulgaria
2016,3,6.529032258064516,Bulgaria
2016,4,13.756666666666666,Bulgaria
2016,5,14.096774193548388,Bulgaria
2016,6,20.376666666666665,Bulgaria
2016,7,22.241935483870968,Bulgaria
2016,8,21.003225806451614,Bulgaria
2016,9,17.34333333333333,Bulgaria
2016,10,10.341935483870968,Bulgaria
2016,11,5.493333333333334,Bulgaria
2016,12,-0.47419354838709676,Bulgaria
2017,1,-5.964516129032258,Bulgaria
2017,2,2.5321428571428575,Bulgaria
2017,3,7.841935483870968,Bulgaria
2017,4,9.896666666666667,Bulgaria
2017,5,14.745161290322581,Bulgaria
2017,6,20.029999999999998,Bulgaria
2017,7,21.60967741935484,Bulgaria
2017,8,21.96451612903226,Bulgaria
2017,9,17.740000000000002,Bulgaria
2017,10,11.106451612903227,Bulgaria
2017,11,5.593333333333334,Bulgaria
2017,12,2.325806451612903,Bulgaria
2018,1,1.2064516129032257,Bulgaria
2018,2,1.3428571428571427,Bulgaria
2018,3,4.770967741935484,Bulgaria
2018,4,14.116666666666667,Bulgaria
2018,5,17.135483870967743,Bulgaria
2018,6,19.336666666666666,Bulgaria
2018,7,20.33225806451613,Bulgaria
2018,8,21.661290322580644,Bulgaria
2018,9,17.336666666666666,Bulgaria
2018,10,12.825806451612904,Bulgaria
2018,11,6.173333333333333,Bulgaria
2018,12,0.3225806451612903,Bulgaria
2019,1,-0.6258064516129032,Bulgaria
2019,2,2.1785714285714284,Bulgaria
2019,3,8.187096774193549,Bulgaria
2019,4,10.853333333333333,Bulgaria
2019,5,14.625806451612902,Bulgaria
2019,6,20.413333333333334,Bulgaria
2019,7,21.654838709677417,Bulgaria
2019,8,23.225806451612904,Bulgaria
2019,9,18.466666666666665,Bulgaria
2019,10,14.438709677419356,Bulgaria
2019,11,9.713333333333333,Bulgaria
2019,12,2.738709677419355,Bulgaria
2020,1,0.9870967741935485,Bulgaria
2020,2,3.9344827586206894,Bulgaria
2020,3,5.783870967741936,Bulgaria
2020,4,9.31,Bulgaria
2020,5,15.312903225806451,Bulgaria
2020,6,18.220000000000002,Bulgaria
2020,7,20.783870967741933,Bulgaria
2020,8,21.46451612903226,Bulgaria
2020,9,18.96333333333333,Bulgaria
2020,10,12.838709677419354,Bulgaria
2020,11,6.1466666666666665,Bulgaria
2020,12,3.667741935483871,Bulgaria
2021,1,1.2419354838709677,Bulgaria
2021,2,3.4499999999999997,Bulgaria
2021,3,3.4387096774193546,Bulgaria
2021,4,7.95,Bulgaria
2021,5,15.370967741935484,Bulgaria
2021,6,18.996666666666666,Bulgaria
2021,7,23.606451612903225,Bulgaria
2021,8,23.177419354838708,Bulgaria
2021,9,16.973333333333333,Bulgaria
2021,10,9.074193548387097,Bulgaria
2021,11,7.03,Bulgaria
2021,12,1.829032258064516,Bulgaria
2022,1,0.11612903225806451,Bulgaria
2022,2,3.0714285714285716,Bulgaria
2022,3,2.735483870967742,Bulgaria
2022,4,10.043333333333333,Bulgaria
2022,5,16.683870967741935,Bulgaria
2022,6,20.09333333333333,Bulgaria
2022,7,22.29032258064516,Bulgaria
2022,8,22.009677419354837,Bulgaria
2022,9,16.73,Bulgaria
2022,10,12.983870967741936,Bulgaria
2022,11,8.6,Bulgaria
2022,12,4.016129032258065,Bulgaria
2023,1,3.6193548387096777,Bulgaria
2023,2,2.721428571428571,Bulgaria
2023,3,6.680645161290323,Bulgaria
2023,4,8.736666666666668,Bulgaria
2023,5,13.725806451612904,Bulgaria
2023,6,18.68,Bulgaria
2023,7,24.019354838709678,Bulgaria
2023,8,23.616129032258065,Bulgaria
2023,9,19.69333333333333,Bulgaria
2023,10,15.587096774193547,Bulgaria
2023,11,7.113333333333333,Bulgaria
2023,12,3.561290322580645,Bulgaria
2024,1,0.7387096774193548,Bulgaria
2024,2,6.272413793103448,Bulgaria
2024,3,8.248387096774193,Bulgaria
2024,4,13.78,Bulgaria
2024,5,14.76774193548387,Bulgaria
2024,6,23.096666666666668,Bulgaria
2024,7,25.351612903225806,Bulgaria
2024,8,24.361290322580647,Bulgaria
2024,9,17.923333333333336,Bulgaria
2024,10,12.525806451612903,Bulgaria
2024,11,3.9566666666666666,Bulgaria
2024,12,2.270967741935484,Bulgaria
2025,1,1.9516129032258065,Bulgaria
2025,2,-0.6892857142857143,Bulgaria
2025,3,7.974193548387096,Bulgaria
2025,4,10.056666666666667,Bulgaria
2025,5,14.22258064516129,Bulgaria
2025,6,21.896666666666665,Bulgaria
2025,7,24.40967741935484,Bulgaria
2025,8,22.283870967741933,Bulgaria
2025,9,19.256666666666664,Bulgaria
2025,10,9.661290322580646,Bulgaria
2025,11,8.126666666666667,Bulgaria
2025,12,3.0064516129032257,Bulgaria
2015,1,4.554838709677419,United Kingdom
2015,2,3.7642857142857147,United Kingdom
2015,3,6.377419354838709,United Kingdom
2015,4,9.226666666666667,United Kingdom
2015,5,11.774193548387096,United Kingdom
2015,6,15.296666666666665,United Kingdom
2015,7,17.33225806451613,United Kingdom
2015,8,16.919354838709676,United Kingdom
2015,9,13.34,United Kingdom
2015,10,11.470967741935485,United Kingdom
2015,11,9.96,United Kingdom
2015,12,10.538709677419355,United Kingdom
2016,1,5.538709677419354,United Kingdom
2016,2,5.0344827586206895,United Kingdom
2016,3,5.638709677419355,United Kingdom
2016,4,7.763333333333334,United Kingdom
2016,5,12.916129032258064,United Kingdom
2016,6,15.47,United Kingdom
2016,7,17.903225806451612,United Kingdom
2016,8,18.203225806451613,United Kingdom
2016,9,17.263333333333332,United Kingdom
2016,10,11.245161290322581,United Kingdom
2016,11,6.513333333333334,United Kingdom
2016,12,6.199999999999999,United Kingdom
2017,1,2.883870967741936,United Kingdom
2017,2,6.55,United Kingdom
2017,3,9.180645161290323,United Kingdom
2017,4,9.653333333333334,United Kingdom
2017,5,13.812903225806451,United Kingdom
2017,6,17.56,United Kingdom
2017,7,17.919354838709676,United Kingdom
2017,8,16.603225806451615,United Kingdom
2017,9,14.183333333333334,United Kingdom
2017,10,13.09032258064516,United Kingdom
2017,11,7.203333333333333,United Kingdom
2017,12,5.15483870967742,United Kingdom
2018,1,5.932258064516129,United Kingdom
2018,2,2.8035714285714284,United Kingdom
2018,3,5.406451612903226,United Kingdom
2018,4,10.71,United Kingdom
2018,5,13.97741935483871,United Kingdom
2018,6,17.0,United Kingdom
2018,7,21.016129032258064,United Kingdom
2018,8,18.183870967741935,United Kingdom
2018,9,14.656666666666666,United Kingdom
2018,10,11.5,United Kingdom
2018,11,8.456666666666667,United Kingdom
2018,12,7.125806451612903,United Kingdom
2019,1,3.609677419354839,United Kingdom
2019,2,6.621428571428572,United Kingdom
2019,3,8.519354838709678,United Kingdom
2019,4,9.253333333333334,United Kingdom
2019,5,12.154838709677419,United Kingdom
2019,6,15.753333333333334,United Kingdom
2019,7,18.835483870967742,United Kingdom
2019,8,18.203225806451613,United Kingdom
2019,9,15.41,United Kingdom
2019,10,11.16451612903226,United Kingdom
2019,11,6.9,United Kingdom
2019,12,6.335483870967742,United Kingdom
2020,1,6.664516129032258,United Kingdom
2020,2,7.086206896551724,United Kingdom
2020,3,6.861290322580645,United Kingdom
2020,4,10.95,United Kingdom
2020,5,13.719354838709679,United Kingdom
2020,6,16.093333333333334,United Kingdom
2020,7,17.38064516129032,United Kingdom
2020,8,19.225806451612904,United Kingdom
2020,9,15.393333333333334,United Kingdom
2020,10,11.229032258064517,United Kingdom
2020,11,9.270000000000001,United Kingdom
2020,12,5.729032258064516,United Kingdom
2021,1,3.596774193548387,United Kingdom
2021,2,5.296428571428572,United Kingdom
2021,3,7.077419354838709,United Kingdom
2021,4,6.626666666666667,United Kingdom
2021,5,10.870967741935484,United Kingdom
2021,6,16.89,United Kingdom
2021,7,18.05483870967742,United Kingdom
2021,8,16.53548387096774,United Kingdom
2021,9,16.493333333333332,United Kingdom
2021,10,12.5,United Kingdom
2021,11,7.61,United Kingdom
2021,12,7.151612903225806,United Kingdom
2022,1,4.338709677419355,United Kingdom
2022,2,7.367857142857143,United Kingdom
2022,3,8.006451612903225,United Kingdom
2022,4,9.76,United Kingdom
2022,5,13.832258064516129,United Kingdom
2022,6,16.37,United Kingdom
2022,7,20.16774193548387,United Kingdom
2022,8,20.15806451612903,United Kingdom
2022,9,15.163333333333332,United Kingdom
2022,10,13.709677419354838,United Kingdom
2022,11,9.803333333333335,United Kingdom
2022,12,4.248387096774193,United Kingdom
2023,1,5.038709677419354,United Kingdom
2023,2,5.982142857142857,United Kingdom
2023,3,7.422580645161291,United Kingdom
2023,4,8.770000000000001,United Kingdom
2023,5,12.638709677419355,United Kingdom
2023,6,18.073333333333334,United Kingdom
2023,7,17.406451612903226,United Kingdom
2023,8,17.34193548387097,United Kingdom
2023,9,18.203333333333333,United Kingdom
2023,10,13.212903225806452,United Kingdom
2023,11,7.673333333333333,United Kingdom
2023,12,7.645161290322581,United Kingdom
2024,1,4.97741935483871,United Kingdom
2024,2,8.458620689655174,United Kingdom
2024,3,8.448387096774193,United Kingdom
2024,4,10.06,United Kingdom
2024,5,14.01290322580645,United Kingdom
2024,6,15.513333333333332,United Kingdom
2024,7,17.5258064516129,United Kingdom
2024,8,18.58709677419355,United Kingdom
2024,9,15.006666666666666,United Kingdom
2024,10,12.112903225806452,United Kingdom
2024,11,8.203333333333333,United Kingdom
2024,12,7.629032258064516,United Kingdom
2025,1,4.093548387096774,United Kingdom
2025,2,5.425,United Kingdom
2025,3,8.219354838709679,United Kingdom
2025,4,12.296666666666665,United Kingdom
2025,5,15.093548387096773,United Kingdom
2025,6,19.459999999999997,United Kingdom
2025,7,20.316129032258065,United Kingdom
2025,8,19.1,United Kingdom
2025,9,15.066666666666666,United Kingdom
2025,10,12.303225806451612,United Kingdom
2025,11,9.403333333333334,United Kingdom
2025,12,7.745161290322581,United Kingdom
2015,1,3.393548387096774,Iran
2015,2,4.432142857142857,Iran
2015,3,7.84516129032258,Iran
2015,4,15.733333333333333,Iran
2015,5,23.480645161290322,Iran
2015,6,30.17,Iran
2015,7,30.55806451612903,Iran
2015,8,29.41290322580645,Iran
2015,9,23.7,Iran
2015,10,18.383870967741935,Iran
2015,11,6.8966666666666665,Iran
2015,12,0.8225806451612904,Iran
2016,1,1.0483870967741935,Iran
2016,2,4.386206896551724,Iran
2016,3,9.680645161290323,Iran
2016,4,14.273333333333333,Iran
2016,5,22.700000000000003,Iran
2016,6,27.19333333333333,Iran
2016,7,30.79032258064516,Iran
2016,8,28.938709677419357,Iran
2016,9,25.476666666666667,Iran
2016,10,17.870967741935484,Iran
2016,11,8.26,Iran
2016,12,2.9451612903225803,Iran
2017,1,4.367741935483871,Iran
2017,2,4.082142857142857,Iran
2017,3,10.458064516129031,Iran
2017,4,17.253333333333334,Iran
2017,5,24.77741935483871,Iran
2017,6,29.853333333333335,Iran
2017,7,31.725806451612904,Iran
2017,8,30.687096774193545,Iran
2017,9,27.31,Iran
2017,10,19.496774193548386,Iran
2017,11,13.34,Iran
2017,12,8.187096774193549,Iran
2018,1,5.148387096774194,Iran
2018,2,6.985714285714286,Iran
2018,3,16.096774193548388,Iran
2018,4,16.223333333333333,Iran
2018,5,21.138709677419353,Iran
2018,6,29.273333333333333,Iran
2018,7,34.248387096774195,Iran
2018,8,32.225806451612904,Iran
2018,9,27.363333333333333,Iran
2018,10,19.08709677419355,Iran
2018,11,10.573333333333332,Iran
2018,12,7.409677419354838,Iran
2019,1,4.670967741935484,Iran
2019,2,5.482142857142857,Iran
2019,3,9.219354838709679,Iran
2019,4,13.856666666666666,Iran
2019,5,23.858064516129033,Iran
2019,6,30.67,Iran
2019,7,33.76774193548387,Iran
2019,8,31.448387096774194,Iran
2019,9,27.296666666666667,Iran
2019,10,19.716129032258067,Iran
2019,11,9.006666666666666,Iran
2019,12,7.199999999999999,Iran
2020,1,3.0999999999999996,Iran
2020,2,6.410344827586207,Iran
2020,3,11.425806451612903,Iran
2020,4,14.073333333333332,Iran
2020,5,23.68064516129032,Iran
2020,6,29.85,Iran
2020,7,31.725806451612904,Iran
2020,8,29.74516129032258,Iran
2020,9,25.993333333333332,Iran
2020,10,18.093548387096774,Iran
2020,11,11.343333333333334,Iran
2020,12,4.635483870967741,Iran
2021,1,4.67741935483871,Iran
2021,2,8.042857142857143,Iran
2021,3,12.174193548387096,Iran
2021,4,21.496666666666666,Iran
2021,5,25.07741935483871,Iran
2021,6,31.66,Iran
2021,7,32.99354838709677,Iran
2021,8,31.251612903225805,Iran
2021,9,28.36,Iran
2021,10,18.48709677419355,Iran
2021,11,10.116666666666667,Iran
2021,12,6.735483870967743,Iran
2022,1,4.280645161290322,Iran
2022,2,7.535714285714286,Iran
2022,3,11.287096774193548,Iran
2022,4,20.546666666666667,Iran
2022,5,22.451612903225808,Iran
2022,6,31.223333333333336,Iran
2022,7,32.06774193548387,Iran
2022,8,30.45483870967742,Iran
2022,9,28.220000000000002,Iran
2022,10,21.66774193548387,Iran
2022,11,12.229999999999999,Iran
2022,12,5.33225806451613,Iran
2023,1,2.487096774193548,Iran
2023,2,4.878571428571428,Iran
2023,3,13.19032258064516,Iran
2023,4,18.65666666666667,Iran
2023,5,24.270967741935483,Iran
2023,6,29.836666666666666,Iran
2023,7,32.91290322580645,Iran
2023,8,31.33225806451613,Iran
2023,9,27.126666666666665,Iran
2023,10,20.032258064516128,Iran
2023,11,13.486666666666668,Iran
2023,12,9.05483870967742,Iran
2024,1,6.790322580645161,Iran
2024,2,5.875862068965517,Iran
2024,3,10.119354838709677,Iran
2024,4,18.220000000000002,Iran
2024,5,22.0258064516129,Iran
2024,6,29.743333333333332,Iran
2024,7,32.86774193548387,Iran
2024,8,32.95161290322581,Iran
2024,9,26.35,Iran
2024,10,18.774193548387096,Iran
2024,11,12.379999999999999,Iran
2024,12,4.577419354838709,Iran
2025,1,5.070967741935483,Iran
2025,2,4.410714285714286,Iran
2025,3,12.729032258064517,Iran
2025,4,20.69333333333333,Iran
2025,5,27.4,Iran
2025,6,29.453333333333333,Iran
2025,7,33.170967741935485,Iran
2025,8,32.5,Iran
2025,9,27.153333333333332,Iran
2025,10,21.606451612903225,Iran
2025,11,13.223333333333333,Iran
2025,12,6.6,Iran
2015,1,2.329032258064516,Georgia
2015,2,3.9499999999999997,Georgia
2015,3,6.564516129032258,Georgia
2015,4,9.676666666666668,Georgia
2015,5,16.15483870967742,Georgia
2015,6,22.953333333333333,Georgia
2015,7,24.958064516129035,Georgia
2015,8,25.68064516129032,Georgia
2015,9,22.573333333333334,Georgia
2015,10,13.558064516129033,Georgia
2015,11,6.6466666666666665,Georgia
2015,12,3.129032258064516,Georgia
2016,1,1.4580645161290322,Georgia
2016,2,5.4206896551724135,Georgia
2016,3,8.012903225806452,Georgia
2016,4,12.976666666666667,Georgia
2016,5,16.63225806451613,Georgia
2016,6,21.326666666666664,Georgia
2016,7,23.480645161290322,Georgia
2016,8,27.006451612903227,Georgia
2016,9,18.513333333333332,Georgia
2016,10,11.067741935483872,Georgia
2016,11,4.989999999999999,Georgia
2016,12,1.0032258064516129,Georgia
2017,1,1.464516129032258,Georgia
2017,2,1.9321428571428572,Georgia
2017,3,7.887096774193548,Georgia
2017,4,11.620000000000001,Georgia
2017,5,16.690322580645162,Georgia
2017,6,21.046666666666667,Georgia
2017,7,25.80322580645161,Georgia
2017,8,27.322580645161292,Georgia
2017,9,23.09333333333333,Georgia
2017,10,13.296774193548387,Georgia
2017,11,8.373333333333333,Georgia
2017,12,4.961290322580646,Georgia
2018,1,3.4451612903225803,Georgia
2018,2,5.482142857142857,Georgia
2018,3,9.041935483870969,Georgia
2018,4,12.51,Georgia
2018,5,19.351612903225806,Georgia
2018,6,22.826666666666664,Georgia
2018,7,26.958064516129035,Georgia
2018,8,23.94516129032258,Georgia
2018,9,21.333333333333332,Georgia
2018,10,16.00967741935484,Georgia
2018,11,8.613333333333333,Georgia
2018,12,4.770967741935484,Georgia
2019,1,3.825806451612903,Georgia
2019,2,4.610714285714286,Georgia
2019,3,6.800000000000001,Georgia
2019,4,11.503333333333334,Georgia
2019,5,18.583870967741937,Georgia
2019,6,25.563333333333333,Georgia
2019,7,24.55806451612903,Georgia
2019,8,25.36774193548387,Georgia
2019,9,18.773333333333333,Georgia
2019,10,16.90967741935484,Georgia
2019,11,7.826666666666667,Georgia
2019,12,5.683870967741935,Georgia
2020,1,2.725806451612903,Georgia
2020,2,4.317241379310345,Georgia
2020,3,10.01290322580645,Georgia
2020,4,10.25,Georgia
2020,5,17.274193548387096,Georgia
2020,6,24.3,Georgia
2020,7,26.5,Georgia
2020,8,22.893548387096775,Georgia
2020,9,22.0,Georgia
2020,10,16.183870967741935,Georgia
2020,11,8.389999999999999,Georgia
2020,12,3.454838709677419,Georgia
2021,1,3.767741935483871,Georgia
2021,2,4.928571428571429,Georgia
2021,3,5.358064516129032,Georgia
2021,4,13.896666666666667,Georgia
2021,5,18.62258064516129,Georgia
